date,time,temp_c,dewpoint_c,rh_pct,wind_dir_txt,wind_kmh,gust_kmh,wind_dir_deg,press_hpa,rain_rate_mmph,rain_acc_mm,uv,solar_wm2,key,value
2026-07-19,00:00,26.8,22.2,77,N,1.6,14.5,360,1016.63,0,0,0,0,,
2026-07-19,00:15,26.7,22.2,77,N,4.8,12.9,360,1016.36,0,0,0,0,,
2026-07-19,00:30,26.4,22.2,77,N,0,4.8,0,1016.46,0,0,0,0,,
2026-07-19,00:45,26.2,21.7,77,N,0,1.6,0,1016.32,0,0,0,0,,
2026-07-19,01:00,26.1,21.7,77,N,0,6.4,0,1016.15,0,0,0,0,,
2026-07-19,01:15,25.8,21.1,77,NW,3.2,1.6,304,1016.19,0,0,0,0,,
2026-07-19,01:30,25.4,20.6,76,ESE,3.2,4.8,108,1016.02,0,0,0,0,,
2026-07-19,01:45,25.3,20.6,75,N,0,6.4,0,1015.92,0,0,0,0,,
2026-07-19,02:00,25.4,20.6,75,E,4.8,6.4,80,1015.71,0,0,0,0,,
2026-07-19,02:15,25.4,20.6,75,E,1.6,6.4,81,1015.75,0,0,0,0,,
2026-07-19,02:30,25.4,20.6,76,N,0,8,0,1015.44,0,0,0,0,,
2026-07-19,02:45,25.5,20.6,75,ESE,1.6,4.8,106,1015.54,0,0,0,0,,
2026-07-19,03:00,25.6,20.6,74,ESE,4.8,9.7,117,1015.27,0,0,0,0,,
2026-07-19,03:15,25.6,20,73,N,0,3.2,0,1015.21,0,0,0,0,,
2026-07-19,03:30,25.2,19.4,72,ESE,1.6,4.8,113,1015.07,0,0,0,0,,
2026-07-19,03:45,25.2,19.4,72,ESE,3.2,6.4,118,1014.77,0,0,0,0,,
2026-07-19,04:00,25.6,19.4,70,N,3.2,4.8,360,1014.7,0,0,0,0,,
2026-07-19,04:15,25.6,19.4,69,E,3.2,4.8,99,1014.33,0,0,0,0,,
2026-07-19,04:30,25.7,18.9,66,E,1.6,4.8,98,1014.49,0,0,0,0,,
2026-07-19,04:45,25.8,17.8,62,ESE,1.6,6.4,109,1013.99,0,0,0,0,,
2026-07-19,05:00,26.4,16.1,53,N,4.8,6.4,360,1014.33,0,0,0,0,,
2026-07-19,05:15,26.7,18.3,60,N,0,6.4,0,1014.22,0,0,0,0,,
2026-07-19,05:30,26.1,18.3,62,SE,4.8,6.4,128,1013.99,0,0,0,0,,
2026-07-19,05:45,25.1,14.4,53,N,0,4.8,0,1014.05,0,0,0,0,,
2026-07-19,06:00,25,15.6,56,N,0,0,0,1014.16,0,0,0,0,,
2026-07-19,06:15,25.4,16.7,58,N,0,4.8,0,1014.12,0,0,0,0,,
2026-07-19,06:30,25.6,16.7,58,ESE,1.6,4.8,105,1014.26,0,0,0,14,,
2026-07-19,06:45,26.3,16.1,54,N,1.6,4.8,360,1014.22,0,0,0,28,,
2026-07-19,07:00,26.4,16.1,53,N,0,3.2,0,1014.43,0,0,0,51,,
2026-07-19,07:15,26.7,16.1,53,ESE,1.6,4.8,123,1014.33,0,0,0,77,,
2026-07-19,07:30,27.3,16.1,51,N,0,3.2,0,1014.26,0,0,0,114,,
2026-07-19,07:45,28.1,15.6,46,N,0,4.8,0,1014.46,0,0,0,144,,
2026-07-19,08:00,28.6,16.7,49,N,0,1.6,0,1014.36,0,0,0,185,,
