date,time,temp_c,dewpoint_c,rh_pct,wind_dir_txt,wind_kmh,gust_kmh,wind_dir_deg,press_hpa,rain_rate_mmph,rain_acc_mm,uv,solar_wm2,key,value
2026-07-11,00:00,24.2,21.1,83,SE,6.4,16.1,126,1015.58,0,0,0,0,,
2026-07-11,00:15,24.1,21.1,84,SE,8,16.1,136,1015.34,0,0,0,0,,
2026-07-11,00:30,23.8,20.6,84,SE,8,16.1,134,1015.24,0,0,0,0,,
2026-07-11,00:45,23.9,20.6,83,ESE,14.5,16.1,113,1015.48,0,0,0,0,,
2026-07-11,01:00,24,20.6,81,SE,6.4,12.9,141,1015.51,0,0,0,0,,
2026-07-11,01:15,23.8,20,81,N,8,12.9,360,1015.37,0,0,0,0,,
2026-07-11,01:30,23.6,19.4,78,SE,8,14.5,127,1015.17,0,0,0,0,,
2026-07-11,01:45,23.6,18.3,74,N,8,16.1,360,1015.07,0,0,0,0,,
2026-07-11,02:00,23.7,18.9,75,E,3.2,14.5,100,1015.04,0,0,0,0,,
2026-07-11,02:15,23.4,18.9,75,ESE,6.4,14.5,107,1015.1,0,0,0,0,,
2026-07-11,02:30,23,17.8,74,SE,6.4,8,128,1015.21,0,0,0,0,,
2026-07-11,02:45,23.1,17.8,72,SE,6.4,8,132,1015.21,0,0,0,0,,
2026-07-11,03:00,23.2,17.8,73,ESE,3.2,14.5,119,1015.24,0,0,0,0,,
2026-07-11,03:15,23.1,17.8,74,E,3.2,11.3,98,1015.17,0,0,0,0,,
2026-07-11,03:30,22.9,18.3,75,ESE,1.6,11.3,117,1014.93,0,0,0,0,,
2026-07-11,03:45,22.7,18.3,78,N,4.8,9.7,360,1015.17,0,0,0,0,,
2026-07-11,04:00,22.7,18.9,79,ESE,3.2,9.7,102,1015.1,0,0,0,0,,
2026-07-11,04:15,22.5,18.9,80,ESE,1.6,9.7,105,1014.93,0,0,0,0,,
2026-07-11,04:30,22.4,18.9,81,E,4.8,12.9,101,1014.97,0,0,0,0,,
2026-07-11,04:45,22.3,18.9,82,E,8,12.9,81,1014.77,0,0,0,0,,
2026-07-11,05:00,22.4,18.9,82,SE,4.8,14.5,132,1014.87,0,0,0,0,,
2026-07-11,05:15,22.4,18.9,82,SE,4.8,16.1,135,1014.73,0,0,0,0,,
2026-07-11,05:30,22.6,18.9,80,SE,8,14.5,140,1014.9,0,0,0,0,,
