date,time,temp_c,dewpoint_c,rh_pct,wind_dir_txt,wind_kmh,gust_kmh,wind_dir_deg,press_hpa,rain_rate_mmph,rain_acc_mm,uv,solar_wm2,key,value
2026-09-22,00:00,19.5,16.7,86,N,0,0,0,1020.69,0,0,0,0,,
2026-09-22,00:15,19.2,16.7,87,N,0,3.2,0,1020.62,0,0,0,0,,
2026-09-22,00:30,19.1,16.7,87,N,0,1.6,0,1020.66,0,0,0,0,,
2026-09-22,00:45,19.1,16.7,87,N,0,1.6,0,1020.29,0,0,0,0,,
2026-09-22,01:00,18.9,16.7,87,N,0,0,0,1019.98,0,0,0,0,,
2026-09-22,01:15,18.7,16.1,87,N,0,0,0,1020.08,0,0,0,0,,
2026-09-22,01:30,18.6,16.1,87,N,0,1.6,0,1019.98,0,0,0,0,,
2026-09-22,01:45,18.5,16.1,87,N,0,0,0,1019.91,0,0,0,0,,
2026-09-22,02:00,18.6,16.1,87,SE,3.2,3.2,130,1019.68,0,0,0,0,,
2026-09-22,02:15,18.6,16.1,88,N,0,1.6,0,1019.54,0,0,0,0,,
2026-09-22,02:30,18.5,16.1,88,N,0,3.2,0,1019.64,0,0,0,0,,
2026-09-22,02:45,18.4,16.1,88,N,0,3.2,0,1019.17,0,0,0,0,,
2026-09-22,03:00,18.3,16.1,88,N,0,3.2,0,1019.37,0,0,0,0,,
2026-09-22,03:15,18.2,16.1,88,N,0,0,0,1019.1,0,0,0,0,,
2026-09-22,03:30,18.1,16.1,88,N,0,1.6,0,1019.1,0,0,0,0,,
2026-09-22,03:45,18.3,16.1,89,N,0,0,0,1019.1,0,0,0,0,,
2026-09-22,04:00,18.4,16.1,89,ESE,1.6,3.2,119,1018.76,0,0,0,0,,
2026-09-22,04:15,18.6,16.7,89,ESE,3.2,4.8,117,1018.8,0,0,0,0,,
2026-09-22,04:30,18.6,16.7,89,N,0,3.2,0,1018.8,0,0,0,0,,
2026-09-22,04:45,18.6,16.7,89,N,0,3.2,0,1018.35,0,0,0,0,,
2026-09-22,05:00,18.6,16.7,89,N,0,3.2,0,1018.32,0,0,0,0,,
2026-09-22,05:15,18.7,16.7,89,ESE,1.6,4.8,107,1018.39,0,0,0,0,,
2026-09-22,05:30,18.7,16.7,89,N,0,3.2,0,1018.32,0,0,0,0,,
2026-09-22,05:45,18.7,16.7,88,N,1.6,4.8,360,1018.25,0,0,0,0,,
2026-09-22,06:00,18.7,16.7,88,SE,3.2,6.4,136,1018.46,0,0,0,0,,
2026-09-22,06:15,18.2,16.1,89,N,3.2,11.3,360,1018.12,0,0,0,0,,
2026-09-22,06:30,18.2,16.1,89,SE,3.2,8,126,1017.98,0,0,0,0,,
2026-09-22,06:45,18.3,16.1,89,N,3.2,9.7,360,1018.08,0,0,0,0,,
2026-09-22,07:00,18.3,16.1,89,SE,3.2,6.4,131,1018.29,0,0,0,0,,
